site_no,sample_datetime,qualifier_flag,value,sdl,mdl,variable_code,unit,variable,variable_fr,qa_status,sample_id
BC08NL0005,2011-11-14 07:38:00,nan,1.02,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005090
BC08NL0005,2011-11-14 07:38:00,nan,0.0489,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005090
BC08NL0005,2011-11-14 07:38:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005090
BC08NL0005,2011-11-14 07:38:00,nan,0.047,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005090
BC08NL0005,2011-11-14 07:38:00,nan,0.002,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005090
BC08NL0005,2011-11-14 07:38:00,nan,190.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005090
BC08NL0005,2011-11-14 07:38:00,nan,1.9,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005090
BC08NL0005,2011-11-14 07:38:00,nan,0.21,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005090
BC08NL0005,2011-11-28 07:40:00,nan,0.94,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005124
BC08NL0005,2011-11-28 07:40:00,<,0.002,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005124
BC08NL0005,2011-11-28 07:40:00,nan,2.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005124
BC08NL0005,2011-11-28 07:40:00,nan,0.016,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005124
BC08NL0005,2011-11-28 07:40:00,nan,0.0033,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005124
BC08NL0005,2011-11-28 07:40:00,nan,190.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005124
BC08NL0005,2011-11-28 07:40:00,nan,1.7,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005124
BC08NL0005,2011-11-28 07:40:00,nan,0.21,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005124
BC08NL0005,2011-12-14 08:45:00,nan,1.06,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005159
BC08NL0005,2011-12-14 08:45:00,nan,0.0667,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005159
BC08NL0005,2011-12-14 08:45:00,nan,5.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005159
BC08NL0005,2011-12-14 08:45:00,nan,0.076,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005159
BC08NL0005,2011-12-14 08:45:00,nan,0.0014,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005159
BC08NL0005,2011-12-14 08:45:00,nan,206.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005159
BC08NL0005,2011-12-14 08:45:00,nan,0.0,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005159
BC08NL0005,2011-12-14 08:45:00,nan,0.29,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005159
BC08NL0005,2012-01-03 07:42:00,nan,0.83,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005186
BC08NL0005,2012-01-03 07:42:00,nan,0.0403,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005186
BC08NL0005,2012-01-03 07:42:00,nan,2.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005186
BC08NL0005,2012-01-03 07:42:00,nan,0.012,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005186
BC08NL0005,2012-01-03 07:42:00,nan,0.0029,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005186
BC08NL0005,2012-01-03 07:42:00,nan,183.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005186
BC08NL0005,2012-01-03 07:42:00,nan,0.8,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005186
BC08NL0005,2012-01-03 07:42:00,nan,0.24,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005186
BC08NL0005,2012-01-11 07:37:00,nan,0.73,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005201
BC08NL0005,2012-01-11 07:37:00,nan,0.048,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005201
BC08NL0005,2012-01-11 07:37:00,nan,3.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005201
BC08NL0005,2012-01-11 07:37:00,nan,0.067,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005201
BC08NL0005,2012-01-11 07:37:00,nan,0.0051,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005201
BC08NL0005,2012-01-11 07:37:00,nan,173.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005201
BC08NL0005,2012-01-11 07:37:00,nan,-0.5,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005201
BC08NL0005,2012-01-11 07:37:00,nan,0.52,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005201
BC08NL0005,2012-01-31 07:47:00,nan,1.12,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005258
BC08NL0005,2012-01-31 07:47:00,nan,0.0729,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005258
BC08NL0005,2012-01-31 07:47:00,nan,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005258
BC08NL0005,2012-01-31 07:47:00,nan,0.051,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005258
BC08NL0005,2012-01-31 07:47:00,nan,0.0052,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005258
BC08NL0005,2012-01-31 07:47:00,nan,188.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005258
BC08NL0005,2012-01-31 07:47:00,nan,-0.5,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005258
BC08NL0005,2012-01-31 07:47:00,nan,1.29,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005258
BC08NL0005,2012-02-15 07:47:00,nan,0.92,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005407
BC08NL0005,2012-02-15 07:47:00,nan,0.0482,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005407
BC08NL0005,2012-02-15 07:47:00,nan,3.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005407
BC08NL0005,2012-02-15 07:47:00,nan,0.0044,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005407
BC08NL0005,2012-02-15 07:47:00,nan,186.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005407
BC08NL0005,2012-02-15 07:47:00,nan,-0.7,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005407
BC08NL0005,2012-02-15 07:47:00,nan,0.31,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005407
BC08NL0005,2012-02-28 07:23:00,nan,1.03,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005418
BC08NL0005,2012-02-28 07:23:00,nan,0.0311,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005418
BC08NL0005,2012-02-28 07:23:00,nan,4.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005418
BC08NL0005,2012-02-28 07:23:00,nan,0.013,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005418
BC08NL0005,2012-02-28 07:23:00,nan,0.0035,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005418
BC08NL0005,2012-02-28 07:23:00,nan,205.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005418
BC08NL0005,2012-02-28 07:23:00,nan,-1.0,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005418
BC08NL0005,2012-02-28 07:23:00,nan,0.33,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005418
BC08NL0005,2012-03-13 07:40:00,nan,1.02,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005427
BC08NL0005,2012-03-13 07:40:00,nan,0.015,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005427
BC08NL0005,2012-03-13 07:40:00,nan,4.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005427
BC08NL0005,2012-03-13 07:40:00,nan,0.039,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005427
BC08NL0005,2012-03-13 07:40:00,nan,0.0052,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005427
BC08NL0005,2012-03-13 07:40:00,nan,201.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005427
BC08NL0005,2012-03-13 07:40:00,nan,4.1,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005427
BC08NL0005,2012-03-13 07:40:00,nan,2.0,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005427
BC08NL0005,2012-03-27 07:39:00,nan,1.09,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005442
BC08NL0005,2012-03-27 07:39:00,nan,0.0103,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005442
BC08NL0005,2012-03-27 07:39:00,nan,9.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005442
BC08NL0005,2012-03-27 07:39:00,nan,0.019,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005442
BC08NL0005,2012-03-27 07:39:00,nan,0.0042,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005442
BC08NL0005,2012-03-27 07:39:00,nan,212.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005442
BC08NL0005,2012-03-27 07:39:00,nan,6.5,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005442
BC08NL0005,2012-03-27 07:39:00,nan,0.35,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005442
BC08NL0005,2012-04-11 07:36:00,nan,1.29,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005467
BC08NL0005,2012-04-11 07:36:00,<,0.002,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005467
BC08NL0005,2012-04-11 07:36:00,nan,33.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005467
BC08NL0005,2012-04-11 07:36:00,nan,0.042,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005467
BC08NL0005,2012-04-11 07:36:00,nan,0.008,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005467
BC08NL0005,2012-04-11 07:36:00,nan,218.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005467
BC08NL0005,2012-04-11 07:36:00,nan,9.3,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005467
BC08NL0005,2012-04-11 07:36:00,nan,1.17,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005467
BC08NL0005,2012-04-25 06:58:00,nan,14.8,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005685
BC08NL0005,2012-04-25 06:58:00,nan,0.0637,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005685
BC08NL0005,2012-04-25 06:58:00,nan,54.0,2.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005685
BC08NL0005,2012-04-25 06:58:00,nan,2.91,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005685
BC08NL0005,2012-04-25 06:58:00,nan,0.349,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005685
BC08NL0005,2012-04-25 06:58:00,nan,113.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005685
BC08NL0005,2012-04-25 06:58:00,nan,7.3,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005685
BC08NL0005,2012-04-25 06:58:00,nan,63.8,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005685
BC08NL0005,2012-05-16 06:55:00,nan,0.76,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,12PY005700
BC08NL0005,2012-05-16 06:55:00,nan,10.3,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005700
BC08NL0005,2012-05-16 06:55:00,nan,0.0132,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005700
BC08NL0005,2012-05-16 06:55:00,nan,110.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005700
BC08NL0005,2012-05-16 06:55:00,nan,0.069,0.005,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,12PY005700
BC08NL0005,2012-05-16 06:55:00,nan,2.13,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005700
BC08NL0005,2012-05-16 06:55:00,nan,0.323,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005700
BC08NL0005,2012-05-16 06:55:00,nan,74.9,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005700
BC08NL0005,2012-05-16 06:55:00,nan,8.4,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005700
BC08NL0005,2012-05-16 06:55:00,nan,41.1,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005700
BC08NL0005,2012-05-23 07:35:00,nan,0.46,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,12PY005712
BC08NL0005,2012-05-23 07:35:00,nan,1.81,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005712
BC08NL0005,2012-05-23 07:35:00,nan,0.014,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005712
BC08NL0005,2012-05-23 07:35:00,nan,13.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005712
BC08NL0005,2012-05-23 07:35:00,nan,0.045,0.005,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,12PY005712
BC08NL0005,2012-05-23 07:35:00,nan,0.586,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005712
BC08NL0005,2012-05-23 07:35:00,nan,0.0566,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005712
BC08NL0005,2012-05-23 07:35:00,nan,75.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005712
BC08NL0005,2012-05-23 07:35:00,nan,7.5,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005712
BC08NL0005,2012-05-23 07:35:00,nan,13.4,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005712
BC08NL0005,2012-06-05 09:15:00,nan,0.48,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,12PY005617
BC08NL0005,2012-06-05 09:15:00,nan,1.55,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005617
BC08NL0005,2012-06-05 09:15:00,nan,0.0155,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005617
BC08NL0005,2012-06-05 09:15:00,nan,12.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005617
BC08NL0005,2012-06-05 09:15:00,nan,0.02,0.005,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,12PY005617
BC08NL0005,2012-06-05 09:15:00,nan,0.248,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005617
BC08NL0005,2012-06-05 09:15:00,nan,0.0367,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005617
BC08NL0005,2012-06-05 09:15:00,nan,73.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005617
BC08NL0005,2012-06-05 09:15:00,nan,8.3,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005617
BC08NL0005,2012-06-05 09:15:00,nan,8.3,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005617
BC08NL0005,2012-06-20 07:18:00,nan,0.46,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,12PY005658
BC08NL0005,2012-06-20 07:18:00,nan,1.33,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005658
BC08NL0005,2012-06-20 07:18:00,nan,0.0081,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005658
BC08NL0005,2012-06-20 07:18:00,nan,10.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005658
BC08NL0005,2012-06-20 07:18:00,nan,0.022,0.005,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,12PY005658
BC08NL0005,2012-06-20 07:18:00,nan,0.0299,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005658
BC08NL0005,2012-06-20 07:18:00,nan,72.2,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005658
BC08NL0005,2012-06-20 07:18:00,nan,8.7,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005658
BC08NL0005,2012-06-20 07:18:00,nan,6.81,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005658
BC08NL0005,2012-07-03 06:12:00,nan,0.5,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,12PY005756
BC08NL0005,2012-07-03 06:12:00,nan,1.17,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005756
BC08NL0005,2012-07-03 06:12:00,nan,0.0112,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005756
BC08NL0005,2012-07-03 06:12:00,nan,7.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005756
BC08NL0005,2012-07-03 06:12:00,nan,0.013,0.005,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,12PY005756
BC08NL0005,2012-07-03 06:12:00,nan,0.158,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005756
BC08NL0005,2012-07-03 06:12:00,nan,0.021,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005756
BC08NL0005,2012-07-03 06:12:00,nan,68.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005756
BC08NL0005,2012-07-03 06:12:00,nan,10.3,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005756
BC08NL0005,2012-07-03 06:12:00,nan,3.83,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005756
BC08NL0005,2012-07-17 08:00:00,nan,0.67,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,12PY005773
BC08NL0005,2012-07-17 08:00:00,nan,0.92,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005773
BC08NL0005,2012-07-17 08:00:00,nan,0.002,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005773
BC08NL0005,2012-07-17 08:00:00,nan,33.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005773
BC08NL0005,2012-07-17 08:00:00,nan,0.014,0.005,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,12PY005773
BC08NL0005,2012-07-17 08:00:00,nan,0.117,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005773
BC08NL0005,2012-07-17 08:00:00,nan,0.0175,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005773
BC08NL0005,2012-07-17 08:00:00,nan,85.2,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005773
BC08NL0005,2012-07-17 08:00:00,nan,16.3,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005773
BC08NL0005,2012-07-17 08:00:00,nan,2.46,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005773
BC08NL0005,2012-07-31 06:55:00,nan,0.9,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,12PY006021
BC08NL0005,2012-07-31 06:55:00,nan,1.24,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY006021
BC08NL0005,2012-07-31 06:55:00,nan,0.0158,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY006021
BC08NL0005,2012-07-31 06:55:00,nan,31.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY006021
BC08NL0005,2012-07-31 06:55:00,<,0.005,0.005,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,12PY006021
BC08NL0005,2012-07-31 06:55:00,nan,0.129,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY006021
BC08NL0005,2012-07-31 06:55:00,nan,0.0101,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY006021
BC08NL0005,2012-07-31 06:55:00,nan,126.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY006021
BC08NL0005,2012-07-31 06:55:00,nan,15.2,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY006021
BC08NL0005,2012-07-31 06:55:00,nan,1.2,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY006021
BC08NL0005,2012-08-13 07:47:00,nan,1.18,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,12PY006046
BC08NL0005,2012-08-13 07:47:00,nan,1.4,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY006046
BC08NL0005,2012-08-13 07:47:00,nan,0.0104,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY006046
BC08NL0005,2012-08-13 07:47:00,nan,14.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY006046
BC08NL0005,2012-08-13 07:47:00,nan,0.012,0.005,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,12PY006046
BC08NL0005,2012-08-13 07:47:00,nan,0.045,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY006046
BC08NL0005,2012-08-13 07:47:00,nan,0.0064,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY006046
BC08NL0005,2012-08-13 07:47:00,nan,158.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY006046
BC08NL0005,2012-08-13 07:47:00,nan,18.1,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY006046
BC08NL0005,2012-08-13 07:47:00,nan,0.35,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY006046
BC08NL0005,2012-09-04 07:37:00,nan,1.27,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,12PY006091
BC08NL0005,2012-09-04 07:37:00,nan,1.34,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY006091
BC08NL0005,2012-09-04 07:37:00,nan,0.0147,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY006091
BC08NL0005,2012-09-04 07:37:00,nan,10.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY006091
BC08NL0005,2012-09-04 07:37:00,nan,0.009,0.005,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,12PY006091
BC08NL0005,2012-09-04 07:37:00,nan,0.068,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY006091
